YYYY_LOCAL,MM_LOCAL,DD_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS
1984,8,14,Downsview,ON,1,43.745,-79.517,43.717,-79.545,3980,150,0,4,2000
1984,8,16,Laird,SK,0,52.717,-106.606,52.717,-106.606,,,0,0,0
1984,8,23,Finnegan,AB,0,51.117,-112.067,51.117,-112.067,,,0,0,0
1984,8,30,Petrolia,ON,0,42.88,-82.14,42.88,-82.14,,,0,0,0
1984,9,2,Melrose,ON,0,42.99,-81.39,42.99,-81.39,,,0,0,0
1984,9,2,London,ON,2,42.945,-81.249,42.929,-81.209,3630,120,0,33,5000
1984,9,10,Dalrymple Lake,ON,1,44.668,-79.098,44.676,-79.09,1120,100,0,0,0
1984,9,10,Canal Lake,ON,1,44.581,-79.06,44.587,-79.052,890,50,0,0,0
1984,10,3,Brinston,ON,1,44.94,-75.36,44.94,-75.36,,,0,0,10
1985,5,7,Alder Flats,AB,0,52.9315,-114.95,52.9315,-114.95,,,0,0,0
1985,5,20,St-Raphaël de Bellechasse,QC,0,46.798,-70.751,46.798,-70.751,,,0,0,0
1985,5,22,Czar,AB,1,52.45,-110.83,52.45,-110.83,,,0,0,0
1985,5,25,Ste. Genevieve,MB,1,49.74,-96.52,49.74,-96.52,,,0,3,0
1985,5,31,Hopeness,ON,2,44.937,-81.171,44.958,-81.157,2710,250,0,0,0
1985,5,31,Hopeville,ON,2,44.069,-80.626,44.115,-80.422,16400,,0,0,0
1985,5,31,Grand Valley to Tottenham,ON,4,43.837,-80.589,44.133,-79.305,115000,600,4,69,2500
1985,5,31,Alma to Hillsburgh,ON,3,43.732,-80.513,43.792,-80.15,33700,,0,0,0
1985,5,31,Corbetton,ON,3,44.152,-80.339,44.26,-80.1,20400,300,0,0,0
1985,5,31,Lisle,ON,2,44.236,-80.121,44.27,-79.96,12100,,0,0,0
1985,5,31,Essa,ON,1,44.324,-79.816,44.326,-79.809,500,,0,0,0
1985,5,31,Barrie,ON,4,44.339,-79.738,44.4,-79.56,15000,600,8,155,150000
1985,5,31,Wagner Lake,ON,2,44.185,-79.186,44.269,-78.794,33400,,0,0,0
1985,5,31,Reaboro,ON,2,44.293,-78.763,44.388,-78.394,31200,,0,0,0
1985,5,31,Ida,ON,2,44.193,-78.65,44.292,-78.185,38600,,0,0,0
1985,5,31,Rice Lake,ON,2,44.21,-78.15,44.307,-77.991,16300,,0,0,2000
1985,5,31,Minto,ON,2,44.366,-77.545,44.363,-77.538,650,20,0,0,0
1985,5,31,Grippen Lake,ON,1,44.5156,-76.1586,44.5179,-76.14,1500,,0,0,0
1985,6,18,St-Sylvère,QC,3,46.2332,-72.2242,46.2332,-72.2242,,,0,3,1000
1985,6,5,Langham,SK,0,52.37,-106.97,52.37,-106.97,,,0,0,0
1985,6,6,Piney,MB,1,49.08,-95.98,49.08,-95.98,,,0,0,0
1985,6,16,Dalemead,AB,0,50.87,-113.63,50.87,-113.63,,,0,1,0
1985,6,7,Two Bar Lake,AB,0,51.18,-113.93,51.18,-113.93,,,0,0,0
1985,6,7,Indus,AB,1,50.92,-113.78,50.92,-113.78,,,0,0,0
1985,6,23,Wetaskiwin,AB,0,52.9685,-113.3685,52.9685,-113.3685,,,0,0,0
1985,6,23,Vegreville,AB,1,53.5,-112.05,53.5,-112.05,,,0,0,0
1985,6,28,Cochrane,AB,1,51.18,-114.47,51.18,-114.47,,,0,0,40
1985,7,3,Hillside Beach,MB,1,50.67,-96.56,50.67,-96.56,,,0,0,0
1985,7,6,Lacolle,QC,1,45.081,-73.3727,45.081,-73.3727,,,0,0,0
1985,7,6,Mississauga,ON,1,43.604,-79.735,43.607,-79.714,1400,70,0,0,250
1985,7,6,Viscount,SK,0,51.95,-105.65,51.95,-105.65,,,0,0,0
1985,7,11,Brownfield,AB,1,52.32,-111.43,52.32,-111.43,,,0,0,10
1985,7,12,Lomond,AB,0,50.35,-112.65,50.35,-112.65,,,0,0,0
1985,7,16,Arrowwood,AB,1,50.73,-113.15,50.73,-113.15,,,0,0,0
1985,7,12,Mazenod,SK,1,49.883,-106.233,49.883,-106.233,,,0,0,0
1985,7,17,Frontier,SK,0,49.14,-108.66,49.14,-108.66,,1200,0,0,0
1985,7,22,Picture Butte,AB,2,49.88,-112.78,49.88,-112.78,,,0,0,0
1985,8,3,Buffalo Coulee,AB,1,52.951,-110.8895,52.951,-110.8895,,,0,0,0
1985,8,8,Lumsden,SK,0,50.626,-104.874,50.626,-104.874,,,0,0,0
1985,8,8,Cold Lake,AB,0,54.45,-110.2,54.45,-110.2,,,0,0,0
1985,8,18,Monkton,ON,0,43.57,-81.116,43.594,-81.065,5300,30,0,0,0
1985,8,30,Lintlaw,SK,2,52.0657,-103.2,52.0657,-103.2,,,0,0,0
1985,9,5,Sturgeon Lake,ON,0,44.41,-78.78,44.41,-78.78,,,0,0,0
1985,10,4,Wheatley,ON,1,42.1,-82.45,42.1,-82.45,,,0,0,0
1985,10,4,Florence,ON,1,42.65,-82.01,42.65,-82.01,,,0,0,0
1986,5,5,Lampman,SK,1,49.39,-102.76,49.448,-102.547,,,0,0,0
1986,5,11,19 km S of Morden,MB,1,49.19,-98.1,49.19,-98.1,6400,400,0,0,0
1986,5,18,Lisieux,SK,0,49.28,-105.97,49.28,-105.97,,,0,0,0
1986,5,18,Salvador,SK,1,52.17,-109.5,52.17,-109.5,,,0,0,0
1986,5,19,Regina,SK,1,50.45,-104.62,50.45,-104.62,,,0,0,0
1986,5,21,Bawlf,AB,1,52.89,-112.51,52.89,-112.51,,,0,0,0
1986,5,25,13 km S of Saskatoon,SK,0,52.03,-106.64,52.03,-106.64,,,0,0,0
1986,5,25,Hanley,SK,0,51.63,-106.43,51.63,-106.43,,,0,0,0
1986,5,25,Melville,SK,0,50.92,-102.8,50.92,-102.8,,,0,0,0
1986,6,1,Borden #1,SK,0,52.36,-107.24,52.36,-107.24,,,0,0,0
1986,6,1,Borden #2,SK,0,52.35,-107.17,52.35,-107.17,,,0,0,0
1986,6,1,Milden,SK,0,51.48,-107.52,51.48,-107.52,,,0,0,0
1986,6,3,20 km SE  of Assiniboia,SK,1,49.581,-105.801,49.581,-105.801,,,0,0,0
1986,6,6,Grassy Lake,AB,0,49.82,-111.72,49.82,-111.72,,,0,0,0
1986,6,6,18 km N of Orion,AB,1,49.57,-110.82,49.57,-110.82,,,0,0,0
1986,6,16,Lac Gareau,QC,3,46.1,-76.1333,46.1,-76.1333,,,0,0,0
1986,6,16,Brady Lake to Maynooth,ON,2,45.0428,-78.8779,45.2306,-77.9384,76700,,0,1,4000
1986,6,16,Curries,ON,1,43.069,-80.721,43.069,-80.721,,,0,0,0
1986,6,16,Elphin to Drummond Centre,ON,2,44.92,-76.64,45.01,-76.08,35000,,0,0,0
1986,6,17,Foremost,AB,1,49.48,-111.42,49.48,-111.42,,,0,0,0
1986,6,17,Aberdeen,SK,0,52.42,-106.28,52.42,-106.28,,,0,0,0
1986,6,17,Dalmeny,SK,0,52.33,-106.77,52.33,-106.77,,,0,0,0
1986,6,17,32 km S of Lloydminster,AB,0,52.9975,-110,52.9975,-110,,,0,0,0
1986,6,18,Sunset House,AB,1,55.1185,-116.8685,55.1185,-116.8685,,,0,0,0
1986,6,18,High Prairie,AB,1,55.4315,-116.4815,55.4315,-116.4815,,,0,0,0
1986,6,18,12 km N of Wainwright,AB,1,52.9275,-110.8685,52.9275,-110.8685,,,0,0,0
1986,6,18,Provost,AB,2,52.35,-110.27,52.35,-110.27,,,0,0,100
1986,6,18,Salvador,SK,0,52.17,-109.5,52.17,-109.5,,,0,0,0
1986,6,18,Lisieux,SK,0,49.28,-105.97,49.28,-105.97,,,0,0,0
1986,6,19,Regina,SK,1,50.311,-104.742,50.4317,-104.6644,14600,,0,0,0
1986,6,19,Beulah,MB,0,50.26,-101.03,50.26,-101.03,,,0,0,0
1986,6,24,13 km S of Saskatoon,SK,0,52,-106.63,52,-106.63,,,0,0,0
1986,6,25,Wainwright to Edgerton,AB,1,52.82,-110.77,52.75,-110.45,22900,,0,0,0
1986,6,25,Altario,AB,1,51.92,-110.15,51.92,-110.15,,,0,0,0
1986,6,25,Hanley,SK,0,51.63,-106.43,51.63,-106.43,,,0,0,0
1986,6,25,Melville,SK,0,50.92,-102.8,50.92,-102.8,,,0,0,0
1986,6,26,15 km S of Broadview,SK,0,50.22,-102.58,50.22,-102.58,,,0,0,0
1986,6,29,Stirling,AB,1,49.5,-112.52,49.5,-112.52,,,0,0,0
1986,6,29,Cayley,AB,2,50.45,-113.85,50.45,-113.85,100,10,0,0,130
1986,6,30,Wilcox,SK,0,50.1,-104.73,50.1,-104.73,,,0,0,0
1986,6,30,12.9 km SE of Moose Jaw,SK,0,50.31,-105.39,50.31,-105.39,,,0,0,0
1986,6,30,Estevan,SK,0,49.13,-102.98,49.13,-102.98,,,0,0,0
1986,7,16,La Salle,MB,0,49.682,-97.232,49.682,-97.232,,,0,0,0
1986,7,3,Mariapolis to Swan Lake to Somerset,MB,1,49.41,-98.66,49.41,-98.66,,,0,0,0
1986,7,8,20 km NE of Portage la Prairie,MB,0,49.97,-98.29,49.97,-98.29,,,0,0,0
1986,7,8,Windsor,ON,0,42.295,-83.021,42.295,-83.021,1600,,0,0,25
1986,7,8,Falher,AB,1,55.7315,-117.2,55.7315,-117.2,,,0,0,20
1986,7,9,Penhold,AB,0,52.13,-113.87,52.13,-113.87,,,0,0,0
1986,7,9,Big Hill Springs Prov. Park,AB,0,51.29,-114.43,51.29,-114.43,,,0,0,0
1986,7,9,Penhold,AB,0,52.13,-113.87,52.13,-113.87,,,0,0,0
1986,7,11,29 km WNW of Strasbourg,SK,0,51.1,-105.32,51.1,-105.32,,,0,0,0
1986,7,13,Cochrane,AB,0,51.18,-114.47,51.18,-114.47,,,0,0,0
1986,7,23,St. Malo,MB,1,49.32,-96.94,49.32,-96.94,,,0,0,0
1986,7,25,Oxbow,SK,1,49.23,-102.17,49.23,-102.17,,,0,0,0
1986,7,25,Maidstone,SK,0,53.1,-109.28,53.1,-109.28,,,0,0,0
1986,7,25,Souris,MB,0,49.62,-100.26,49.62,-100.26,,,0,0,0
1986,7,26,Ferintosh,AB,0,52.7685,-112.9685,52.7685,-112.9685,,,0,0,0
1986,7,27,Congress,SK,0,49.77,-106.02,49.77,-106.02,,,0,0,0
1986,7,27,24 km S of Broadview,SK,0,50.2,-102.59,50.2,-102.59,,,0,0,0
1986,7,27,Carlyle,SK,0,49.61,-102.27,49.61,-102.27,,,0,0,0
1986,7,28,Centralia,ON,0,43.28,-81.34,43.28,-81.34,,,0,0,0
1986,7,29,Spiritwood,SK,1,53.37,-107.52,53.37,-107.52,,,0,0,0
1986,7,29,Sturgeon Lake,SK,0,53.4,-106.07,53.4,-106.07,,,0,0,0
1986,7,29,Tweedsmuir,SK,0,53.57,-105.95,53.57,-105.95,,,0,0,0
1986,7,29,Prince Albert,SK,0,53.2,-105.77,53.2,-105.77,,,0,0,0
1986,7,29,32 km E of Prince Albert,SK,0,53.19,-105.21,53.19,-105.21,,,0,0,0
1986,7,29,Garrick,SK,0,53.48,-104.33,53.48,-104.33,,,0,0,0
1986,8,15,Maniwaki,QC,0,46.3795,-75.9735,46.3795,-75.9735,,,0,0,0
1986,8,19,Stockton,MB,0,49.55,-99.62,49.55,-99.62,,,0,0,0
1986,8,19,Near Glenboro,MB,0,49.6,-99.46,49.6,-99.46,,,0,0,0
1986,8,24,Mather,MB,1,49.11,-99.23,49.11,-99.23,,,0,0,0
1986,8,24,Neepawa,MB,0,50.22,-99.47,50.22,-99.47,,,0,0,0
1986,9,2,Portreeve,SK,0,50.83,-109.02,50.83,-109.02,,,0,0,0
1987,5,24,Manning,AB,0,56.871,-117.661,56.871,-117.661,,,0,0,0
1987,5,28,Glen-Sutton,QC,0,45.0408,-72.5462,45.0408,-72.5462,,,0,0,0
1987,5,28,Oak Lake,MB,0,49.759,-100.683,49.759,-100.683,,,0,0,0
1987,5,28,Alexander,MB,0,49.93,-100.26,49.93,-100.26,,,0,0,0
1987,5,28,Minnedosa,MB,0,50.24,-99.84,50.24,-99.84,,,0,0,0
1987,6,16,Hythe,AB,1,55.3315,-119.55,55.3315,-119.55,,,0,0,0
1987,6,6,Arcola,SK,1,49.63,-102.48,49.63,-102.48,,,0,1,0
1987,6,8,Fort-Coulonge,QC,1,45.8415,-76.7384,45.8415,-76.7384,,,0,0,0
1987,6,14,Florann,AB,0,49.27,-111.4,49.27,-111.4,,,0,0,0
1987,6,16,19 km SE Gravelbourg,SK,1,49.78,-106.38,49.78,-106.38,,,0,0,0
1987,6,16,Norquay,SK,0,51.85,-102.05,51.85,-102.05,,,0,0,0
1987,6,16,15 km W of Shoal Lake,MB,1,50.433,-100.747,50.433,-100.747,,,0,0,0
1987,6,16,6 km W of Grandview,MB,0,51.18,-100.78,51.18,-100.78,,,0,0,0
1987,6,17,Kola,MB,0,49.85,-101.37,49.85,-101.37,,,0,0,0
1987,6,29,Bracebridge,ON,0,45.03,-79.31,45.03,-79.31,,,0,0,0
1987,7,2,High Prairie,AB,0,55.4315,-116.4815,55.4315,-116.4815,,,0,0,0
1987,7,6,Winnipeg,MB,1,49.814,-97.196,49.814,-97.196,,,0,0,0
1987,7,6,Winnipeg,MB,1,49.734,-97.144,49.734,-97.144,,,0,0,0
1987,7,9,Rocanville,SK,0,50.4,-101.683,50.4,-101.683,,,0,0,0
1987,7,9,Indian Head,SK,0,50.439,-103.692,50.439,-103.692,,,0,0,0
1987,7,16,Katepwa Beach,SK,0,50.695,-103.634,50.695,-103.634,,,0,0,0
1987,7,22,Hornepayne,ON,1,49.214,-84.779,49.214,-84.7735,400,,0,0,0
1987,7,24,Parc du Mont-Tremblant,QC,0,46.3736,-74.5079,46.3736,-74.5079,,,0,0,0
1987,7,25,Springbank,AB,1,51.07,-114.25,51.07,-114.25,,,0,0,0
1987,7,25,Ghost Pine Creek,AB,1,51.72,-113.07,51.72,-113.07,,,0,0,0
1987,7,16,Eckville,AB,0,52.35,-114.37,52.35,-114.37,,,0,0,0
1987,7,16,Blindman Valley,AB,1,52.47,-113.73,52.47,-113.73,,,0,0,0
1987,7,16,Milo,AB,2,50.57,-112.88,50.57,-112.88,,,0,0,0
1987,7,16,Bow Island,AB,1,49.822,-111.27,49.822,-111.27,,,0,0,0
1987,7,25,Jalna,AB,1,53.775,-115.125,53.775,-115.125,,,0,0,0
1987,7,25,Esther,AB,1,51.7,-110.27,51.7,-110.27,,,0,0,0
1987,7,26,Kinnear's Mills,QC,1,46.2199,-71.3763,46.2199,-71.3763,,,0,0,0
1987,7,28,Gravelbourg,SK,1,49.872,-106.558,49.872,-106.558,,,0,0,0
1987,7,16,Grande Cache,AB,1,53.9,-119.15,53.9,-119.15,5640,310,0,0,0
1987,7,16,27 km W of High Prairie,AB,0,55.43,-116.92,55.43,-116.92,,,0,0,25
1987,7,30,Dapp,AB,0,54.2718,-113.8736,54.2718,-113.8736,,,0,0,0
1987,7,30,Limerick,SK,0,49.71,-106.36,49.71,-106.36,,,0,0,0
1987,7,30,St. Albert,AB,1,53.63,-113.54,53.63,-113.54,,,0,0,0
1987,7,16,Nisku,AB,1,53.3315,-113.5315,53.3315,-113.5315,,,0,0,0
1987,7,30,Bon Accord,AB,0,53.8315,-113.4185,53.8315,-113.4185,,,0,0,0
1987,7,30,Penhold,AB,0,52.13,-113.87,52.13,-113.87,,,0,0,0
1987,7,31,Leduc,AB,0,53.251,-113.534,53.251,-113.534,,,0,0,0
1987,7,31,Beaumont,AB,2,53.297,-113.407,53.358,-113.367,7260,,0,0,0
1987,7,31,Edmonton #1,AB,4,53.364,-113.377,53.6397,-113.3473,30800,1300,27,300,260000
1987,7,31,Edmonton #2,AB,1,53.46,-113.374,53.46,-113.374,,,0,0,0
1987,7,31,Iddesleigh,AB,0,50.73,-111.3,50.73,-111.3,,,0,0,0
1987,7,31,Blue Ridge,AB,0,53.0167,-116.7167,53.0167,-116.7167,,,0,0,0
1987,7,16,Millet to Vegreville,AB,2,53.3,-112.7583,53.5,-112.05,52000,,0,0,40
1987,7,16,Kindersley,SK,0,51.45,-109.167,51.45,-109.167,,,0,0,0
1987,7,16,Francis,SK,0,50.05,-103.95,50.05,-103.95,,,0,0,0
1987,7,31,Island Lake,AB,0,54.8315,-113.5685,54.8315,-113.5685,,,0,0,0
1987,7,31,Leader,SK,1,50.87,-109.55,50.87,-109.55,,,0,0,0
1987,7,31,Netherhill,SK,0,51.458,-108.86,51.458,-108.86,,,0,0,0
1987,7,31,Maple Creek,SK,1,49.92,-109.48,49.92,-109.48,,,0,0,0
1987,8,4,Gilbert Plains,MB,1,51.138,-100.594,51.138,-100.594,,,0,0,0
1987,8,5,Foam Lake,SK,0,51.65,-103.53,51.65,-103.53,,,0,0,0
1987,8,5,22 km SW of Grandview,MB,1,51.046,-100.929,51.046,-100.929,,,0,0,0
1987,8,10,Brandon,MB,0,49.84,-99.95,49.84,-99.95,,,0,0,0
1987,8,14,Morris,MB,0,49.35,-97.36,49.35,-97.36,,,0,0,0
1987,8,20,24 km SE of Lampman,SK,1,49.234,-102.577,49.234,-102.577,,,0,0,0
1987,8,30,St. Lawrence,NL,0,46.93,-55.4,46.93,-55.4,,,0,0,0
1988,4,30,Roche Percee,SK,0,49.07,-102.8,49.07,-102.8,,800,0,0,0
1988,5,1,Vancouver,BC,0,49.2667,-122.85,49.2667,-122.85,,,0,0,0
1988,5,7,Devlin,ON,1,48.57,-93.67,48.57,-93.67,,,0,0,0
1988,5,7,Winnipeg,MB,0,49.88,-97.14,49.88,-97.14,,,0,0,0
1988,5,15,Shelburne,ON,1,43.988,-80.334,44.129,-79.991,32000,500,0,1,500
1988,5,16,Wingham,ON,0,43.82,-81.36,43.82,-81.36,,,0,0,0
1988,5,20,NW of Parkbeg,SK,0,50.494,-106.303,50.494,-106.303,,,0,0,0
1988,5,20,13 km NW of North Battleford,SK,0,52.84,-108.44,52.84,-108.44,,,0,0,0
1988,5,27,Regina,SK,0,50.45,-104.62,50.45,-104.62,,,0,0,0
1988,5,29,Grenfell,SK,0,50.42,-102.93,50.42,-102.93,,,0,0,0
1988,6,16,Near Milk River,AB,0,49.15,-112.33,49.15,-112.33,,,0,0,0
1988,6,5,Thetford Mines,QC,0,46.089,-71.302,46.089,-71.302,,,0,0,0
1988,6,5,Minaret,AB,1,51.73,-114.12,51.73,-114.12,,,0,0,0
1988,6,5,Aldersyde,AB,1,50.75,-113.76,50.75,-113.76,,,0,0,0
1988,6,5,Clive,AB,1,52.47,-113.45,52.47,-113.45,,,0,0,0
1988,6,5,Tofield #1,AB,0,53.5128,-112.575,53.5128,-112.575,,,0,0,0
1988,6,5,Tofield #2,AB,1,53.51,-112.58,53.51,-112.58,,90,0,0,0
1988,6,5,Dodds,AB,1,53.23,-112.49,53.23,-112.49,,,0,0,0
1988,6,5,Wasel,AB,2,53.9917,-112.1417,53.9917,-112.1417,,,0,0,0
1988,6,5,Cypress Hills Prov. Park,AB,0,49.63,-110.2,49.63,-110.2,,,0,0,0
1988,6,6,Ribstone - Chauvin,AB,1,52.7,-110.1833,52.7,-110.1833,,,0,0,0
1988,6,16,Provost,AB,1,52.35,-110.27,52.35,-110.27,,,0,0,0
1988,6,7,Cabri,SK,0,50.617,-108.467,50.617,-108.467,,,0,0,0
1988,6,7,Veteran,AB,1,52,-111,52,-111,,,0,0,0
1988,6,16,Forestburg,AB,1,52.58,-112.07,52.58,-112.07,,,0,0,0
1988,6,16,Assiniboia,SK,0,49.633,-105.983,49.633,-105.983,,,0,0,0
1988,6,8,Near Coronach,SK,0,49.116,-105.697,49.288,-105.52,23000,,0,0,0
1988,6,8,Rockglen,SK,0,49.18,-105.95,49.18,-105.95,,,0,0,0
1988,6,8,16 km SE of Hodgeville,SK,0,50.04,-106.79,50.04,-106.79,,,0,0,0
1988,6,8,19 km S of Kindersley,SK,0,51.33,-109.18,51.33,-109.18,,,0,0,0
1988,6,8,Ormiston,SK,0,49.73,-105.4,49.73,-105.4,,,0,0,0
1988,6,10,Montmartre,SK,0,50.23,-103.45,50.23,-103.45,,,0,0,0
1988,6,10,Lashburn,SK,0,53.13,-109.6,53.13,-109.6,,,0,0,0
1988,6,10,Churchbridge,SK,0,50.9,-101.9,50.9,-101.9,,,0,0,0
1988,6,10,Langenburg,SK,0,50.835,-101.571,50.835,-101.571,,,0,0,0
1988,6,10,Sakimay Reserve,SK,0,50.56,-103.18,50.56,-103.18,,,0,0,0
1988,6,10,Vermilion,AB,1,53.3685,-110.85,53.3685,-110.85,,,0,0,0
1988,6,10,Cut Knife,SK,0,52.731,-108.83,52.731,-108.83,,,0,0,0
1988,6,15,Traverse bay,MB,0,50.64,-96.47,50.64,-96.47,,,0,0,0
1988,6,18,Whitefish Lake,MB,0,52.13,-101.4,52.13,-101.4,,,0,0,0
1988,6,20,Lampman,SK,0,49.47,-102.84,49.47,-102.84,,,0,0,0
1988,6,16,Bashaw,AB,1,52.5815,-112.9685,52.5815,-112.9685,,,0,0,0
1988,6,24,Wilke,SK,1,52.42,-108.7,52.42,-108.7,,,0,0,0
1988,6,24,Near Borden,SK,0,52.529,-107.251,52.529,-107.251,,,0,0,0
1988,6,27,Hazlet,SK,1,50.496,-108.62,50.496,-108.62,,,0,0,0
1988,6,28,Stirling,AB,1,49.58,-112.43,49.58,-112.43,,,0,0,0
1988,6,16,Halkirk,AB,0,52.28,-112.15,52.28,-112.15,,,0,0,0
1988,6,28,Jenner,AB,1,50.75,-111.18,50.75,-111.18,,,0,0,0
1988,6,28,15 km N of Irma,AB,1,53.05,-111.2,53.05,-111.2,8000,,0,0,0
1988,6,29,Cardston,AB,2,49.2,-113.3,49.2,-113.3,,,0,0,0
1988,6,29,Shaunavon,SK,0,49.65,-108.42,49.65,-108.42,,,0,0,0
1988,7,5,La Broquerie,MB,2,49.52,-96.49,49.52,-96.49,,,0,0,0
1988,7,5,Magrath,AB,0,49.42,-112.87,49.42,-112.87,,,0,0,0
1988,7,16,Near Hardisty,AB,1,52.7417,-111.0833,52.7417,-111.0833,,,0,0,40
1988,7,5,Frontier,SK,1,49.3,-108.583,49.3,-108.583,,,0,0,0
1988,7,5,11 km S of Delisle,SK,0,51.84,-107.13,51.84,-107.13,,,0,0,0
1988,7,13,Biggar,SK,1,52.07,-108,52.07,-108,,,0,0,0
1988,7,14,Athabasca,AB,1,54.7185,-113.2815,54.7185,-113.2815,,,0,0,0
1988,7,14,Asquith,SK,1,52.137,-107.23,52.137,-107.23,,,0,0,0
1988,7,14,Allan,SK,0,51.95,-106.08,51.95,-106.08,,,0,0,0
1988,7,14,21 km ESE of Saskatoon,SK,0,52.07,-106.42,52.07,-106.42,,,0,0,0
1988,7,29,30 km E of Nestor Falls,ON,1,49.114,-93.525,49.114,-93.525,,,0,0,0
1988,7,30,Norwich,ON,0,42.98,-80.6,42.98,-80.6,,,0,0,20
1988,8,1,Carstairs,AB,0,51.53,-114.13,51.53,-114.13,,,0,0,0
1988,8,2,Petawawa,ON,0,45.8947,-77.2832,45.8947,-77.2832,,,0,0,0
1988,8,2,Montcerf,QC,0,46.5378,-76.0444,46.5378,-76.0444,,,0,0,0
1988,8,10,Clearwater Lake,MB,0,53.97,-100.98,53.97,-100.98,,,0,0,0
1988,8,11,Glaslyn,SK,0,53.35,-108.28,53.35,-108.28,,,0,0,0
1988,8,29,Fort Vermilion,AB,1,58.4,-116,58.4,-116,,,0,0,0
1988,9,17,Etobicoke,ON,0,43.7032,-79.569,43.7041,-79.5643,400,,0,0,75
1989,5,10,Thorhild,AB,1,54.14,-113.128,54.14,-113.128,,,0,0,0
1989,6,5,Star,AB,1,53.8305,-112.7685,53.8305,-112.7685,,,0,0,0
1989,6,6,Cut Knife,SK,0,52.77,-109,52.77,-109,,,0,0,0
1989,6,11,Kronau,SK,0,50.3,-104.3,50.3,-104.3,,,0,0,0
1989,6,16,Roseray,SK,0,50.42,-108.47,50.42,-108.47,,,0,0,0
1989,6,19,Blaine Lake,SK,1,52.833,-107,52.833,-107,,,0,0,0
1989,6,19,Armley,SK,0,53.15,-104.15,53.15,-104.15,,,0,0,0
1989,6,19,Craven,SK,0,50.78,-104.8,50.78,-104.8,,,0,0,0
1989,6,19,Regina,SK,0,50.45,-104.62,50.45,-104.62,,,0,0,0
1989,6,19,Kronau,SK,0,50.35,-104.367,50.35,-104.367,,,0,0,0
1989,6,19,Riceton,SK,1,50.13,-104.26,50.13,-104.26,,,0,0,0
1989,6,19,Corinne #1,SK,1,50.04,-104.62,50.04,-104.62,,180,0,0,0
1989,6,19,Corinne #2,SK,1,50.054,-104.62,50.1126,-104.3269,2210,400,0,0,0
1989,6,19,Katepwa Beach,SK,0,50.7,-103.63,50.7,-103.63,,,0,0,0
1989,6,25,Kendal,SK,0,50.25,-103.62,50.25,-103.62,,,0,0,0
1989,6,25,Miami,MB,0,49.37,-98.24,49.37,-98.24,,,0,0,0
1989,6,27,Edmonton,AB,1,53.602,-113.4975,53.602,-113.4975,,,0,0,0
1989,6,29,Castor,AB,0,52.22,-111.88,52.22,-111.88,,,0,0,0
1989,6,29,Robinhood ,SK,0,53.28,-108.2,53.28,-108.2,,,0,0,0
1989,6,29,Saskatoon,SK,0,52.12,-106.63,52.12,-106.63,,,0,0,0
1989,6,30,Kinuso,AB,1,55.3315,-115.4185,55.3315,-115.4185,,,0,0,0
1989,6,30,Paynton,SK,2,53.02,-108.83,53.02,-108.83,,,0,0,0
1989,7,4,Big Trout Lake,ON,0,53.9,-89.89,53.9,-89.89,,,0,0,0
1989,7,5,Carstairs,AB,1,51.56,-114.0975,51.56,-114.0975,,,0,0,0
1989,7,8,Crystal Springs,SK,1,52.89,-105.37,52.89,-105.37,,,0,0,0
1989,7,8,Osage,SK,0,49.95,-103.58,49.95,-103.58,,,0,0,0
1989,7,8,Carnduff,SK,0,49.15,-101.817,49.15,-101.817,,,0,0,0
1989,7,8,Montmartre,SK,2,50.2,-103.43,50.2,-103.43,,800,0,0,0
1989,7,8,Odessa to Peebles,SK,2,50.2525,-103.7839,50.17,-102.95,60000,,0,1,0
1989,7,8,Moosomin,SK,1,50.13,-101.67,50.13,-101.67,,,0,0,0
1989,7,11,Estevan,SK,0,49.13,-102.98,49.13,-102.98,,,0,0,0
1989,7,11,Canora,SK,1,51.619,-102.414,51.619,-102.414,,,0,0,0
1989,7,11,Gorlitz,SK,1,51.569,-102.517,51.477,-102.3,,60,0,0,0
1989,7,15,Nordegg,AB,1,52.47,-116,52.47,-116,,,0,0,0
1989,7,15,Wetaskiwin,AB,0,52.9685,-113.3775,52.9685,-113.3775,,,0,0,0
1989,7,17,Khedive,SK,0,49.62,-104.47,49.62,-104.47,,,0,0,0
1989,7,17,Near Moose Jaw,SK,0,50.4,-105.53,50.4,-105.53,,,0,0,0
1989,7,22,16 km N of Marwayne,AB,0,53.6785,-110.3315,53.6785,-110.3315,,,0,0,0
1989,7,26,23 km N of Creelman,SK,0,50.01,-103.3,50.01,-103.3,,,0,0,0
1989,7,27,Edmonton,AB,1,53.55,-113.421,53.55,-113.421,,,0,0,500
1989,7,28,Lumsden Beach,SK,2,50.734,-105.016,50.764,-104.908,,,0,3,0
1989,7,28,Balgonie,SK,2,50.58,-104.27,50.58,-104.27,,,0,0,0
1989,8,2,Parry Island,ON,1,45.31,-80.06,45.31,-80.06,,,0,0,0
1989,8,2,Fort Assiniboine,AB,0,54.4015,-114.76,54.4015,-114.76,,,0,0,0
1989,8,2,Busby,AB,1,53.9975,-113.8815,53.9975,-113.8815,,,0,0,0
